Customer ID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RF_Score,Segment
15371.0,297,1,59.400000000000006,1,1,1,11,Hibernating
15372.0,85,7,4009.66,2,5,5,25,Cant Loose
15373.0,6,6,1005.48,5,5,4,55,Champions
15374.0,259,1,139.32,1,1,1,11,Hibernating
15375.0,325,1,60.959999999999994,1,1,1,11,Hibernating
15377.0,17,4,1211.75,4,4,4,44,Loyal Customers
15378.0,97,2,246.5,2,3,1,23,At Risk
15379.0,35,1,1174.55,4,1,4,41,Promising
15380.0,0,7,1788.8,5,5,4,55,Champions
15381.0,58,3,1293.72,3,3,4,33,Need Attention
15382.0,9,6,7777.84,5,5,5,55,Champions
15384.0,16,2,1385.38,4,3,4,43,Potential Loyalists
15385.0,27,2,625.2,4,3,3,43,Potential Loyalists
15387.0,127,1,468.65,2,1,2,21,Hibernating
15389.0,35,4,2233.8,4,4,5,44,Loyal Customers
15390.0,31,2,1216.66,4,3,4,43,Potential Loyalists
15391.0,219,1,289.87,1,1,2,11,Hibernating
15392.0,9,3,1376.09,5,3,4,53,Potential Loyalists
15393.0,202,3,659.48,1,3,3,13,At Risk
15394.0,30,7,3103.26,4,5,5,45,Loyal Customers
15396.0,218,1,508.20000000000005,1,1,3,11,Hibernating
15400.0,55,3,586.1,3,3,3,33,Need Attention
15401.0,87,2,216.95,2,3,1,23,At Risk
15402.0,22,4,1203.77,4,4,4,44,Loyal Customers
15403.0,126,2,170.88,2,3,1,23,At Risk
15404.0,10,1,257.06,5,1,2,51,New Customers
15405.0,211,1,310.74,1,1,2,11,Hibernating
15406.0,88,2,465.16,2,3,2,23,At Risk
15409.0,356,1,131.25,1,1,1,11,Hibernating
15410.0,203,2,1234.88,1,3,4,13,At Risk
15413.0,326,5,6798.72,1,4,5,14,At Risk
15416.0,113,3,588.5,2,3,3,23,At Risk
15418.0,60,2,452.32,3,3,2,33,Need Attention
15420.0,69,6,743.0,3,5,3,35,Loyal Customers
15421.0,20,6,2854.98,4,5,5,45,Loyal Customers
15422.0,14,5,1522.27,5,4,4,54,Champions
15423.0,216,2,223.39,1,3,1,13,At Risk
15424.0,98,1,214.44,2,1,1,21,Hibernating
15425.0,35,4,1944.57,4,4,4,44,Loyal Customers
15426.0,4,5,1168.0,5,4,4,54,Champions
15428.0,22,3,668.97,4,3,3,43,Potential Loyalists
15430.0,102,2,954.75,2,3,3,23,At Risk
15431.0,137,1,153.24,2,1,1,21,Hibernating
15432.0,176,1,149.57,1,1,1,11,Hibernating
15434.0,9,6,1525.5800000000002,5,5,4,55,Champions
15437.0,275,1,193.29000000000002,1,1,1,11,Hibernating
15439.0,39,4,1269.05,3,4,4,34,Loyal Customers
15441.0,31,3,1254.21,4,3,4,43,Potential Loyalists
15443.0,109,7,1939.02,2,5,4,25,Cant Loose
15445.0,225,1,171.0,1,1,1,11,Hibernating
15446.0,11,3,406.95,5,3,2,53,Potential Loyalists
15447.0,162,4,337.71000000000004,2,4,2,24,At Risk
15448.0,309,1,294.17,1,1,2,11,Hibernating
15451.0,69,2,233.21,3,3,1,33,Need Attention
15452.0,25,3,1260.38,4,3,4,43,Potential Loyalists
15454.0,253,1,128.59,1,1,1,11,Hibernating
15455.0,232,1,38.25,1,1,1,11,Hibernating
15456.0,38,7,1672.05,3,5,4,35,Loyal Customers
15458.0,37,1,208.79999999999998,3,1,1,31,About to Sleep
15459.0,52,2,202.82999999999998,3,3,1,33,Need Attention
15461.0,95,2,429.7,2,3,2,23,At Risk
15462.0,80,1,502.45,2,1,2,21,Hibernating
15465.0,4,15,5301.03,5,5,5,55,Champions
15466.0,24,3,1236.48,4,3,4,43,Potential Loyalists
15468.0,27,1,962.97,4,1,3,41,Promising
15469.0,73,1,335.70000000000005,2,1,2,21,Hibernating
15470.0,210,1,63.419999999999995,1,1,1,11,Hibernating
15471.0,15,2,847.08,4,3,3,43,Potential Loyalists
15473.0,79,1,274.8,2,1,2,21,Hibernating
15474.0,230,1,163.1,1,1,1,11,Hibernating
15476.0,15,4,2209.98,4,4,5,44,Loyal Customers
15477.0,284,1,368.4,1,1,2,11,Hibernating
15478.0,210,1,583.56,1,1,3,11,Hibernating
15479.0,368,1,147.4,1,1,1,11,Hibernating
15480.0,100,4,5373.5,2,4,5,24,At Risk
15481.0,36,1,1993.34,3,1,4,31,About to Sleep
15482.0,21,7,3537.6,4,5,5,45,Loyal Customers
15483.0,20,6,628.39,4,5,3,45,Loyal Customers
15484.0,175,2,1061.69,2,3,4,23,At Risk
15485.0,8,5,3196.51,5,4,5,54,Champions
15486.0,162,1,102.0,2,1,1,21,Hibernating
15487.0,314,1,231.32,1,1,1,11,Hibernating
15488.0,91,4,340.6,2,4,2,24,At Risk
15489.0,35,5,1285.3300000000002,4,4,4,44,Loyal Customers
15490.0,65,1,217.6,3,1,1,31,About to Sleep
15493.0,24,4,2313.18,4,4,5,44,Loyal Customers
15494.0,113,3,2480.82,2,3,5,23,At Risk
15495.0,14,1,246.5,5,1,1,51,New Customers
15496.0,266,1,146.14,1,1,1,11,Hibernating
15497.0,17,7,7395.19,4,5,5,45,Loyal Customers
15498.0,1,19,12723.18,5,5,5,55,Champions
15499.0,358,1,161.6,1,1,1,11,Hibernating
15501.0,39,2,402.5,3,3,2,33,Need Attention
15502.0,3,5,3608.54,5,4,5,54,Champions
15503.0,361,1,120.06,1,1,1,11,Hibernating
15504.0,155,3,371.02,2,3,2,23,At Risk
15506.0,16,3,1060.77,4,3,4,43,Potential Loyalists
15509.0,15,1,166.51,4,1,1,41,Promising
15512.0,25,2,210.58,4,3,1,43,Potential Loyalists
15513.0,0,18,12992.33,5,5,5,55,Champions
15514.0,14,7,2459.09,5,5,5,55,Champions
15515.0,22,1,171.81,4,1,1,41,Promising
15518.0,14,7,2276.49,5,5,5,55,Champions
15519.0,18,2,344.61,4,3,2,43,Potential Loyalists
15521.0,35,8,4106.49,4,5,5,45,Loyal Customers
15523.0,23,15,16947.98,4,5,5,45,Loyal Customers
15524.0,241,1,151.4,1,1,1,11,Hibernating
15525.0,8,2,469.78000000000003,5,3,2,53,Potential Loyalists
15527.0,29,15,3145.86,4,5,5,45,Loyal Customers
15529.0,1,2,1116.72,5,3,4,53,Potential Loyalists
15530.0,147,1,311.37,2,1,2,21,Hibernating
15532.0,11,6,2190.9700000000003,5,5,5,55,Champions
15534.0,360,1,162.25,1,1,1,11,Hibernating
15535.0,39,2,551.42,3,3,3,33,Need Attention
15536.0,44,1,259.09,3,1,2,31,About to Sleep
15538.0,172,6,3358.4,2,5,5,25,Cant Loose
15540.0,10,1,247.38,5,1,1,51,New Customers
15542.0,147,3,918.45,2,3,3,23,At Risk
15543.0,94,1,114.98,2,1,1,21,Hibernating
15544.0,7,12,4615.72,5,5,5,55,Champions
15545.0,6,1,135.32999999999998,5,1,1,51,New Customers
15546.0,241,2,1079.1000000000001,1,3,4,13,At Risk
15547.0,11,12,5199.55,5,5,5,55,Champions
15548.0,230,1,158.09,1,1,1,11,Hibernating
15549.0,56,5,652.7,3,4,3,34,Loyal Customers
15550.0,13,8,1643.17,5,5,4,55,Champions
15551.0,29,6,1274.02,4,5,4,45,Loyal Customers
15552.0,258,1,162.4,1,1,1,11,Hibernating
15555.0,0,22,7307.18,5,5,5,55,Champions
15558.0,274,1,214.13,1,1,1,11,Hibernating
15559.0,203,1,1109.4,1,1,4,11,Hibernating
15560.0,32,2,153.52,4,3,1,43,Potential Loyalists
15561.0,18,4,1133.8,4,4,4,44,Loyal Customers
15562.0,59,2,538.83,3,3,3,33,Need Attention
15563.0,149,3,1466.56,2,3,4,23,At Risk
15564.0,98,2,70.74000000000001,2,3,1,23,At Risk
15566.0,27,2,227.87,4,3,1,43,Potential Loyalists
15569.0,25,5,2210.64,4,4,5,44,Loyal Customers
15570.0,4,14,5145.52,5,5,5,55,Champions
15571.0,21,10,3401.2,4,5,5,45,Loyal Customers
15572.0,15,3,1515.81,4,3,4,43,Potential Loyalists
15573.0,253,3,599.73,1,3,3,13,At Risk
15574.0,7,3,816.45,5,3,3,53,Potential Loyalists
15575.0,254,1,30.1,1,1,1,11,Hibernating
15577.0,358,2,139.1,1,3,1,13,At Risk
15579.0,18,3,953.9,4,3,3,43,Potential Loyalists
15580.0,11,8,1381.19,5,5,4,55,Champions
15581.0,1,26,4114.62,5,5,5,55,Champions
15583.0,11,1,107.86,5,1,1,51,New Customers
15584.0,34,2,552.39,4,3,3,43,Potential Loyalists
15586.0,227,3,1139.1,1,3,4,13,At Risk
15587.0,27,3,608.4,4,3,3,43,Potential Loyalists
15588.0,312,1,579.6,1,1,3,11,Hibernating
15590.0,17,5,1496.6,4,4,4,44,Loyal Customers
15591.0,217,3,217.9,1,3,1,13,At Risk
15595.0,122,1,357.59999999999997,2,1,2,21,Hibernating
15596.0,0,5,1723.45,5,4,4,54,Champions
15597.0,210,1,238.8,1,1,1,11,Hibernating
15598.0,62,1,307.34,3,1,2,31,About to Sleep
15599.0,80,1,488.32,2,1,2,21,Hibernating
15600.0,63,4,1199.31,3,4,4,34,Loyal Customers
15601.0,7,17,8183.56,5,5,5,55,Champions
15602.0,3,8,1932.64,5,5,4,55,Champions
15603.0,283,1,40.0,1,1,1,11,Hibernating
15605.0,8,5,738.57,5,4,3,54,Champions
15606.0,25,8,2310.83,4,5,5,45,Loyal Customers
15607.0,178,8,1604.21,1,5,4,15,Cant Loose
15608.0,50,1,692.3,3,1,3,31,About to Sleep
15611.0,18,13,1405.83,4,5,4,45,Loyal Customers
15613.0,245,1,433.71999999999997,1,1,2,11,Hibernating
15614.0,72,4,3147.36,2,4,5,24,At Risk
15615.0,25,24,10974.23,4,5,5,45,Loyal Customers
15616.0,73,1,317.11,2,1,2,21,Hibernating
15617.0,31,3,828.5500000000001,4,3,3,43,Potential Loyalists
15620.0,44,1,389.18,3,1,2,31,About to Sleep
15622.0,62,8,4143.05,3,5,5,35,Loyal Customers
15623.0,28,7,2136.02,4,5,4,45,Loyal Customers
15625.0,11,5,1702.1399999999999,5,4,4,54,Champions
15626.0,56,1,391.71999999999997,3,1,2,31,About to Sleep
15627.0,92,2,566.9,2,3,3,23,At Risk
15628.0,1,9,2782.02,5,5,5,55,Champions
15629.0,85,4,2240.9,2,4,5,24,At Risk
15630.0,279,1,295.05,1,1,2,11,Hibernating
15631.0,277,1,596.67,1,1,3,11,Hibernating
15633.0,144,13,4352.46,2,5,5,25,Cant Loose
15634.0,18,1,311.1,4,1,2,41,Promising
15635.0,30,1,100.35,4,1,1,41,Promising
15636.0,72,2,719.82,2,3,3,23,At Risk
15637.0,48,4,574.23,3,4,3,34,Loyal Customers
15638.0,13,6,2265.2,5,5,5,55,Champions
15639.0,86,2,639.76,2,3,3,23,At Risk
15640.0,7,15,11441.92,5,5,5,55,Champions
15641.0,31,8,3458.35,4,5,5,45,Loyal Customers
15642.0,364,1,105.78,1,1,1,11,Hibernating
15645.0,49,2,443.16,3,3,2,33,Need Attention
15646.0,7,3,526.97,5,3,3,53,Potential Loyalists
15647.0,50,1,169.0,3,1,1,31,About to Sleep
15649.0,2,3,1354.35,5,3,4,53,Potential Loyalists
15650.0,156,2,553.88,2,3,3,23,At Risk
15651.0,55,2,612.76,3,3,3,33,Need Attention
15652.0,22,4,1082.6,4,4,4,44,Loyal Customers
15658.0,7,4,1399.3700000000001,5,4,4,54,Champions
15659.0,21,2,226.04,4,3,1,43,Potential Loyalists
15660.0,0,7,1212.13,5,5,4,55,Champions
15661.0,14,6,906.15,5,5,3,55,Champions
15662.0,296,2,283.73,1,3,2,13,At Risk
15664.0,84,3,867.6,2,3,3,23,At Risk
15665.0,46,3,1773.11,3,3,4,33,Need Attention
15666.0,107,2,632.94,2,3,3,23,At Risk
15670.0,191,1,152.15,1,1,1,11,Hibernating
15672.0,360,1,45.300000000000004,1,1,1,11,Hibernating
15673.0,86,5,3533.77,2,4,5,24,At Risk
15674.0,52,8,4501.63,3,5,5,35,Loyal Customers
15675.0,39,1,218.35,3,1,1,31,About to Sleep
15677.0,56,2,648.4,3,3,3,33,Need Attention
15678.0,30,2,1541.19,4,3,4,43,Potential Loyalists
15680.0,1,8,3173.9,5,5,5,55,Champions
15681.0,14,9,1563.54,5,5,4,55,Champions
15682.0,234,2,318.24,1,3,2,13,At Risk
15683.0,108,1,330.79,2,1,2,21,Hibernating
15684.0,182,3,173.95,1,3,1,13,At Risk
15685.0,85,1,55.980000000000004,2,1,1,21,Hibernating
15686.0,55,1,90.0,3,1,1,31,About to Sleep
15688.0,53,1,190.57,3,1,1,31,About to Sleep
15689.0,252,1,266.93,1,1,2,11,Hibernating
15691.0,29,3,434.5,4,3,2,43,Potential Loyalists
15693.0,294,1,37.5,1,1,1,11,Hibernating
15694.0,0,12,4331.41,5,5,5,55,Champions
15695.0,232,2,721.0600000000001,1,3,3,13,At Risk
15696.0,58,5,1170.1100000000001,3,4,4,34,Loyal Customers
15697.0,324,1,246.75,1,1,1,11,Hibernating
15698.0,259,1,46.2,1,1,1,11,Hibernating
15702.0,111,2,140.39,2,3,1,23,At Risk
15704.0,137,2,1524.3400000000001,2,3,4,23,At Risk
15708.0,4,3,1014.48,5,3,4,53,Potential Loyalists
15709.0,224,1,194.6,1,1,1,11,Hibernating
15710.0,52,1,898.87,3,1,3,31,About to Sleep
15711.0,191,2,420.25,1,3,2,13,At Risk
15712.0,14,7,2400.05,5,5,5,55,Champions
15713.0,1,3,654.09,5,3,3,53,Potential Loyalists
15714.0,88,3,453.93,2,3,2,23,At Risk
15715.0,190,5,658.02,1,4,3,14,At Risk
15716.0,4,8,1938.0,5,5,4,55,Champions
15717.0,56,4,456.70000000000005,3,4,2,34,Loyal Customers
15718.0,175,1,293.79,2,1,2,21,Hibernating
15719.0,16,18,5177.45,4,5,5,45,Loyal Customers
15720.0,185,1,143.19,1,1,1,11,Hibernating
15722.0,80,6,3035.54,2,5,5,25,Cant Loose
15723.0,46,3,744.55,3,3,3,33,Need Attention
15724.0,35,1,92.6,4,1,1,41,Promising
15726.0,25,1,321.91,4,1,2,41,Promising
15727.0,22,8,4266.55,4,5,5,45,Loyal Customers
15728.0,14,2,544.6,5,3,3,53,Potential Loyalists
15729.0,35,2,107.55000000000001,4,3,1,43,Potential Loyalists
15730.0,16,2,605.7,4,3,3,43,Potential Loyalists
15731.0,188,1,125.3,1,1,1,11,Hibernating
15732.0,7,9,1387.95,5,5,4,55,Champions
15734.0,71,2,923.85,2,3,3,23,At Risk
15735.0,56,1,327.68,3,1,2,31,About to Sleep
15736.0,70,2,1815.72,3,3,4,33,Need Attention
15738.0,7,26,8560.55,5,5,5,55,Champions
15741.0,93,2,208.62,2,3,1,23,At Risk
15742.0,254,1,156.87,1,1,1,11,Hibernating
15747.0,10,6,1588.57,5,5,4,55,Champions
15748.0,84,2,465.45,2,3,2,23,At Risk
15750.0,1,12,4331.711,5,5,5,55,Champions
15751.0,95,11,1380.44,2,5,4,25,Cant Loose
15752.0,7,3,1570.16,5,3,4,53,Potential Loyalists
15754.0,128,6,2579.04,2,5,5,25,Cant Loose
15755.0,14,11,3628.87,5,5,5,55,Champions
15757.0,21,4,2225.94,4,4,5,44,Loyal Customers
15759.0,146,4,577.89,2,4,3,24,At Risk
15760.0,265,2,13916.34,1,3,5,13,At Risk
15761.0,77,1,143.05,2,1,1,21,Hibernating
15764.0,69,2,1223.1100000000001,3,3,4,33,Need Attention
15765.0,301,1,370.63,1,1,2,11,Hibernating
15766.0,91,2,516.0,2,3,3,23,At Risk
15768.0,111,31,14979.26,2,5,5,25,Cant Loose
15769.0,6,21,32451.6,5,5,5,55,Champions
15770.0,247,1,321.45,1,1,2,11,Hibernating
15771.0,239,3,1006.54,1,3,4,13,At Risk
15772.0,53,1,280.88,3,1,2,31,About to Sleep
15773.0,44,1,138.84,3,1,1,31,About to Sleep
15774.0,53,5,1059.14,3,4,4,34,Loyal Customers
15775.0,266,1,45.599999999999994,1,1,1,11,Hibernating
15777.0,31,3,715.5,4,3,3,43,Potential Loyalists
15778.0,66,1,307.95,3,1,2,31,About to Sleep
15779.0,98,2,124.08000000000001,2,3,1,23,At Risk
15782.0,65,1,1399.36,3,1,4,31,About to Sleep
15784.0,102,2,848.33,2,3,3,23,At Risk
15785.0,14,11,3640.96,5,5,5,55,Champions
15786.0,52,2,3582.62,3,3,5,33,Need Attention
15788.0,143,1,221.83,2,1,1,21,Hibernating
15789.0,66,5,1610.71,3,4,4,34,Loyal Customers
15791.0,164,3,1995.65,2,3,4,23,At Risk
15792.0,34,2,933.84,4,3,3,43,Potential Loyalists
15793.0,13,5,1433.96,5,4,4,54,Champions
15794.0,371,2,777.0,1,3,3,13,At Risk
15795.0,65,7,1369.8600000000001,3,5,4,35,Loyal Customers
15796.0,9,9,2464.27,5,5,5,55,Champions
15797.0,216,2,613.6800000000001,1,3,3,13,At Risk
15798.0,127,3,1535.37,2,3,4,23,At Risk
15799.0,53,1,540.15,3,1,3,31,About to Sleep
15800.0,88,5,543.5,2,4,3,24,At Risk
15803.0,80,3,1513.84,2,3,4,23,At Risk
15805.0,20,13,4660.75,4,5,5,45,Loyal Customers
15807.0,43,2,913.62,3,3,3,33,Need Attention
15808.0,4,18,14674.960000000001,5,5,5,55,Champions
15809.0,94,2,758.6700000000001,2,3,3,23,At Risk
15810.0,21,4,1607.06,4,4,4,44,Loyal Customers
15811.0,0,2,1671.9,5,3,4,53,Potential Loyalists
15812.0,70,7,3400.33,3,5,5,35,Loyal Customers
15814.0,28,2,689.11,4,3,3,43,Potential Loyalists
15816.0,177,2,144.14999999999998,1,3,1,13,At Risk
15817.0,55,3,2766.4,3,3,5,33,Need Attention
15818.0,223,1,340.5,1,1,2,11,Hibernating
15819.0,66,6,2029.34,3,5,4,35,Loyal Customers
15822.0,128,4,954.59,2,4,3,24,At Risk
15823.0,7,3,3882.17,5,3,5,53,Potential Loyalists
15824.0,88,2,890.94,2,3,3,23,At Risk
15826.0,203,1,943.97,1,1,3,11,Hibernating
15827.0,7,16,1957.98,5,5,4,55,Champions
15828.0,10,1,1108.82,5,1,4,51,New Customers
15833.0,372,1,80.4,1,1,1,11,Hibernating
15834.0,11,3,1539.24,5,3,4,53,Potential Loyalists
15837.0,120,1,385.03000000000003,2,1,2,21,Hibernating
15838.0,2,16,40519.92,5,5,5,55,Champions
15841.0,21,5,1518.35,4,4,4,44,Loyal Customers
15842.0,28,2,548.8,4,3,3,43,Potential Loyalists
15845.0,171,3,714.51,2,3,3,23,At Risk
15846.0,20,1,107.01,4,1,1,41,Promising
15847.0,63,3,433.3,3,3,2,33,Need Attention
15848.0,256,1,139.94,1,1,1,11,Hibernating
15850.0,11,4,819.87,5,4,3,54,Champions
15851.0,161,1,109.73,2,1,1,21,Hibernating
15852.0,161,1,96.55,2,1,1,21,Hibernating
15854.0,11,9,2609.16,5,5,5,55,Champions
15855.0,111,1,340.48,2,1,2,21,Hibernating
15856.0,0,26,17832.77,5,5,5,55,Champions
15857.0,65,1,273.48,3,1,2,31,About to Sleep
15858.0,2,9,2521.52,5,5,5,55,Champions
15859.0,67,1,438.46,3,1,2,31,About to Sleep
15860.0,3,10,1528.0,5,5,4,55,Champions
15861.0,91,4,1236.43,2,4,4,24,At Risk
15862.0,8,10,2095.41,5,5,4,55,Champions
15863.0,252,3,289.86,1,3,2,13,At Risk
15864.0,16,1,244.44,4,1,1,41,Promising
15865.0,48,2,1353.79,3,3,4,33,Need Attention
15867.0,4,17,5251.31,5,5,5,55,Champions
15868.0,218,1,94.53,1,1,1,11,Hibernating
15869.0,261,1,174.02,1,1,1,11,Hibernating
15870.0,31,3,508.52000000000004,4,3,3,43,Potential Loyalists
15871.0,72,1,33.099999999999994,2,1,1,21,Hibernating
15872.0,13,2,434.75,5,3,2,53,Potential Loyalists
15873.0,134,4,313.91999999999996,2,4,2,24,At Risk
15874.0,22,14,6878.88,4,5,5,45,Loyal Customers
15875.0,281,1,111.72,1,1,1,11,Hibernating
15876.0,44,2,1449.14,3,3,4,33,Need Attention
15878.0,196,2,330.77,1,3,2,13,At Risk
15879.0,39,4,1157.3,3,4,4,34,Loyal Customers
15880.0,4,1,343.28000000000003,5,1,2,51,New Customers
15882.0,3,6,979.62,5,5,3,55,Champions
15884.0,67,2,249.70000000000002,3,3,1,33,Need Attention
15885.0,18,12,1572.47,4,5,4,45,Loyal Customers
15886.0,51,3,871.78,3,3,3,33,Need Attention
15887.0,41,3,1027.15,3,3,4,33,Need Attention
15888.0,35,2,260.85,4,3,2,43,Potential Loyalists
15889.0,4,7,1359.41,5,5,4,55,Champions
15890.0,29,5,535.65,4,4,3,44,Loyal Customers
15892.0,304,1,128.2,1,1,1,11,Hibernating
15893.0,116,1,305.28000000000003,2,1,2,21,Hibernating
15894.0,4,1,156.74,5,1,1,51,New Customers
15898.0,2,22,4207.43,5,5,5,55,Champions
15899.0,3,1,56.25,5,1,1,51,New Customers
15900.0,48,3,549.29,3,3,3,33,Need Attention
15901.0,86,4,339.34,2,4,2,24,At Risk
15902.0,15,1,145.01,4,1,1,41,Promising
15903.0,13,5,3813.08,5,4,5,54,Champions
15905.0,178,1,114.69,1,1,1,11,Hibernating
15906.0,9,3,987.95,5,3,3,53,Potential Loyalists
15908.0,125,2,764.57,2,3,3,23,At Risk
15910.0,35,7,1449.6200000000001,4,5,4,45,Loyal Customers
15911.0,258,8,1702.34,1,5,4,15,Cant Loose
15912.0,71,7,810.08,2,5,3,25,Cant Loose
15913.0,169,1,6.300000000000001,2,1,1,21,Hibernating
15914.0,13,2,205.99,5,3,1,53,Potential Loyalists
15915.0,36,1,429.21,3,1,2,31,About to Sleep
15916.0,1,7,1899.08,5,5,4,55,Champions
15917.0,241,4,437.53000000000003,1,4,2,14,At Risk
15918.0,266,1,248.65,1,1,1,11,Hibernating
15919.0,3,1,270.72,5,1,2,51,New Customers
15920.0,59,5,404.14,3,4,2,34,Loyal Customers
15921.0,31,3,466.08,4,3,2,43,Potential Loyalists
15922.0,8,1,369.5,5,1,2,51,New Customers
15923.0,7,1,127.08,5,1,1,51,New Customers
15924.0,366,1,102.82,1,1,1,11,Hibernating
15926.0,177,1,134.44,1,1,1,11,Hibernating
15927.0,282,1,123.39000000000001,1,1,1,11,Hibernating
15928.0,291,1,293.53,1,1,2,11,Hibernating
15929.0,279,1,594.0,1,1,3,11,Hibernating
15931.0,63,1,239.9,3,1,1,31,About to Sleep
15934.0,52,2,2190.66,3,3,5,33,Need Attention
15936.0,14,2,282.79,5,3,2,53,Potential Loyalists
15938.0,91,4,330.23,2,4,2,24,At Risk
15939.0,9,1,2945.38,5,1,5,51,New Customers
15941.0,272,1,405.0,1,1,2,11,Hibernating
15943.0,284,2,271.28999999999996,1,3,2,13,At Risk
15944.0,28,3,1839.14,4,3,4,43,Potential Loyalists
15945.0,0,4,646.27,5,4,3,54,Champions
15946.0,137,3,2304.18,2,3,5,23,At Risk
15948.0,59,1,553.85,3,1,3,31,About to Sleep
15950.0,10,6,5415.2,5,5,5,55,Champions
15951.0,16,1,304.95,4,1,2,41,Promising
15953.0,4,11,2010.17,5,5,4,55,Champions
15954.0,224,1,190.75,1,1,1,11,Hibernating
15955.0,7,9,4242.1,5,5,5,55,Champions
15956.0,186,2,617.6,1,3,3,13,At Risk
15957.0,55,2,501.21,3,3,2,33,Need Attention
15958.0,38,3,388.64,3,3,2,33,Need Attention
15959.0,317,3,579.49,1,3,3,13,At Risk
15960.0,9,4,410.95,5,4,2,54,Champions
15961.0,14,1,451.28999999999996,5,1,2,51,New Customers
15962.0,84,1,295.83,2,1,2,21,Hibernating
15964.0,298,1,272.96000000000004,1,1,2,11,Hibernating
15965.0,2,10,2167.45,5,5,5,55,Champions
15966.0,85,1,426.53,2,1,2,21,Hibernating
15967.0,14,10,2622.77,5,5,5,55,Champions
15968.0,23,1,418.05,4,2,2,42,Potential Loyalists
15969.0,60,2,460.95,3,3,2,33,Need Attention
15970.0,233,1,703.22,1,2,3,12,Hibernating
15971.0,20,6,1702.98,4,5,4,45,Loyal Customers
15972.0,91,5,1810.27,2,4,4,24,At Risk
15973.0,1,3,680.62,5,3,3,53,Potential Loyalists
15976.0,45,4,1315.7,3,4,4,34,Loyal Customers
15978.0,67,2,2180.64,3,3,5,33,Need Attention
15979.0,237,1,329.21999999999997,1,2,2,12,Hibernating
15980.0,125,4,4194.82,2,4,5,24,At Risk
15981.0,36,13,5954.29,3,5,5,35,Loyal Customers
15982.0,240,1,324.51,1,2,2,12,Hibernating
15983.0,0,6,2483.8,5,5,5,55,Champions
15984.0,3,21,5921.65,5,5,5,55,Champions
15985.0,71,5,1572.8600000000001,2,4,4,24,At Risk
15986.0,16,1,186.3,4,2,1,42,Potential Loyalists
15987.0,3,2,230.85,5,3,1,53,Potential Loyalists
15988.0,186,2,612.0600000000001,1,3,3,13,At Risk
15989.0,10,2,372.51,5,3,2,53,Potential Loyalists
15990.0,129,5,1217.94,2,4,4,24,At Risk
15991.0,169,1,150.55,2,2,1,22,Hibernating
15992.0,31,2,854.61,4,3,3,43,Potential Loyalists
15994.0,46,2,775.11,3,3,3,33,Need Attention
15995.0,49,1,696.19,3,2,3,32,About to Sleep
15996.0,1,2,626.22,5,3,3,53,Potential Loyalists
15998.0,28,11,5218.37,4,5,5,45,Loyal Customers
15999.0,370,1,20.4,1,2,1,12,Hibernating
16001.0,16,1,583.39,4,2,3,42,Potential Loyalists
16002.0,260,1,169.21,1,2,1,12,Hibernating
16003.0,16,5,2878.46,4,4,5,44,Loyal Customers
16004.0,109,5,2146.39,2,4,5,24,At Risk
16005.0,10,6,1820.83,5,5,4,55,Champions
16006.0,22,1,245.77,4,2,1,42,Potential Loyalists
16007.0,18,3,1373.2,4,3,4,43,Potential Loyalists
16008.0,17,12,4905.35,4,5,5,45,Loyal Customers
16010.0,11,8,1316.56,5,5,4,55,Champions
16011.0,1,14,2517.75,5,5,5,55,Champions
16012.0,36,2,1574.5,3,3,4,33,Need Attention
16013.0,6,39,20315.84,5,5,5,55,Champions
16014.0,43,2,467.89,3,3,2,33,Need Attention
16016.0,1,4,1025.18,5,4,4,54,Champions
16017.0,52,4,1341.95,3,4,4,34,Loyal Customers
16018.0,31,2,289.23,4,3,2,43,Potential Loyalists
16019.0,16,18,13679.61,4,5,5,45,Loyal Customers
16021.0,30,2,532.25,4,3,3,43,Potential Loyalists
16024.0,46,2,232.96,3,3,1,33,Need Attention
16027.0,92,9,1113.74,2,5,4,25,Cant Loose
16028.0,230,1,82.2,1,2,1,12,Hibernating
16029.0,7,47,41184.3,5,5,5,55,Champions
16032.0,91,6,1970.45,2,5,4,25,Cant Loose
16033.0,4,8,2019.73,5,5,4,55,Champions
16034.0,29,3,491.02,4,3,2,43,Potential Loyalists
16035.0,195,1,217.73,1,2,1,12,Hibernating
16036.0,59,2,1797.92,3,3,4,33,Need Attention
16037.0,179,2,654.32,1,3,3,13,At Risk
16039.0,58,2,456.4,3,3,2,33,Need Attention
16040.0,65,4,1103.35,3,4,4,34,Loyal Customers
16042.0,14,3,1067.85,5,3,4,53,Potential Loyalists
16043.0,14,4,1082.6,5,4,4,54,Champions
16044.0,70,1,340.84000000000003,3,2,2,32,About to Sleep
16045.0,51,4,2094.23,3,4,4,34,Loyal Customers
16046.0,197,1,235.78,1,2,1,12,Hibernating
16047.0,317,1,107.14,1,2,1,12,Hibernating
16048.0,8,4,818.7900000000001,5,4,3,54,Champions
16049.0,10,3,787.89,5,3,3,53,Potential Loyalists
16050.0,18,2,162.8,4,3,1,43,Potential Loyalists
16051.0,316,1,188.44,1,2,1,12,Hibernating
16053.0,48,4,2122.89,3,4,4,34,Loyal Customers
16054.0,53,3,1327.98,3,3,4,33,Need Attention
16057.0,154,3,1591.73,2,3,4,23,At Risk
